id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,tandem_ratio,density1,density2,class1,class2
11,1,3,1127.0,1402.0,185.0,14.0,0.1213,45,-1,-1,0.8444444444444444,0.9111111111111111,0.9111111111111111,0.9555555555555556,0.9555555555555556,1127_1129_1149_1176_1179_1183_1184_1197_1203_1204_1208_1210_1213_1215_1220_1231_1234_1243_1247_1259_1263_1275_1279_1282_1285_1289_1294_1301_1302_1305_1306_1317_1319_1320_1321_1322_1324_1326_1336_1340_1362_1370_1374_1382_1402,185_165_153_131_130_128_127_125_119_117_113_112_111_105_101_96_94_93_90_83_82_81_77_74_73_72_71_69_67_66_65_60_59_58_57_55_51_49_48_46_45_30_27_20_14,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.023391812865497075,0.16304347826086957,0.2616279069767442,0,0
12,1,3,210.0,297.0,588.0,540.0,0.0057,21,-1,-1,0.9523809523809523,1.0,1.0,1.0,1.0,210_212_213_217_228_236_243_247_251_254_261_263_274_277_278_289_291_293_294_296_297,588_587_586_585_584_582_580_579_577_573_572_571_565_564_562_548_547_545_542_541_540,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.23863636363636365,0.42857142857142855,0,0
13,1,3,843.0,905.0,522.0,489.0,0.1405,12,-1,-1,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,1.0,843_857_886_890_892_893_895_896_897_902_904_905,522_510_505_500_499_498_497_496_495_492_490_489,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.19047619047619047,0.35294117647058826,0,0
14,1,3,1026.0,1072.0,647.0,588.0,0.0715,10,-1,-1,0.9,0.9,0.9,0.9,0.9,1026_1033_1035_1040_1041_1044_1045_1066_1070_1072,647_645_643_635_632_630_627_619_601_588,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2127659574468085,0.16666666666666666,0,0
15,1,3,47.0,68.0,997.0,977.0,0.0104,8,-1,-1,1.0,1.0,1.0,1.0,1.0,47_50_51_59_62_64_66_68,997_994_992_987_982_980_978_977,_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.36363636363636365,0.38095238095238093,0,0
16,1,3,818.0,837.0,437.0,426.0,0.0343,7,-1,-1,1.0,1.0,1.0,1.0,1.0,818_819_820_822_826_832_837,437_436_435_432_430_427_426,_-1_-1_-1_-1_-1_-1_-1,0.0,0.35,0.5833333333333334,0,0
17,1,3,648.0,652.0,262.0,246.0,0.0996,5,-1,-1,-0.2,-0.2,0.0,0.2,0.6,648_649_650_651_652,262_255_254_247_246,_-1_-1_-1_-1_-1,0.7222222222222222,1.0,0.29411764705882354,0,0
18,1,7,702.0,750.0,1450.0,1410.0,0.1908,6,-1,-1,0.5,0.8333333333333334,1.0,1.0,1.0,702_734_736_744_745_750,1450_1444_1435_1423_1420_1410,_-1_-1_-1_-1_-1_-1,0.08333333333333333,0.12244897959183673,0.14634146341463414,0,0
19,10,2,391.0,618.0,323.0,538.0,0.0474,67,-1,-1,0.8955223880597015,0.9402985074626866,0.9402985074626866,0.9850746268656716,0.9850746268656716,391_394_395_396_399_406_409_411_412_413_414_415_418_424_426_427_428_452_457_462_467_471_475_476_477_480_481_485_488_489_490_495_496_508_512_513_518_523_526_527_530_531_534_540_549_551_552_556_559_562_566_571_574_580_581_584_591_595_596_599_601_606_607_608_611_612_618,323_328_329_330_331_342_348_351_354_355_358_359_361_364_368_369_370_371_375_376_377_378_379_380_383_385_386_396_400_402_407_409_410_417_418_420_428_429_430_432_433_438_452_460_462_463_464_466_468_469_483_488_492_496_497_502_504_514_516_519_525_527_528_530_533_534_538,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.03917910447761194,0.29385964912280704,0.3101851851851852,0,0
20,10,2,659.0,915.0,566.0,848.0,0.0969,65,-1,-1,0.7692307692307693,0.8461538461538461,0.9384615384615385,0.9538461538461539,0.9846153846153847,659_661_666_667_668_671_672_685_691_692_694_697_698_703_710_716_717_727_729_731_735_737_739_740_749_750_754_758_760_762_763_764_767_768_775_779_780_781_783_784_786_788_789_799_800_801_809_816_817_824_826_828_849_851_852_854_876_878_884_895_900_901_909_914_915,566_595_596_598_599_600_601_615_619_620_621_624_627_645_662_664_666_672_673_679_682_684_686_687_689_690_698_704_708_710_711_714_717_720_722_728_733_734_738_741_745_746_750_759_761_762_765_766_768_771_773_776_787_788_790_806_814_815_825_828_829_840_844_847_848,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.10456092579986385,0.2529182879377432,0.22968197879858657,0,0
21,10,2,936.0,1054.0,883.0,987.0,0.0784,20,-1,-1,1.0,1.0,1.0,1.0,1.0,936_954_958_959_963_968_973_975_983_987_989_992_994_996_1020_1028_1030_1032_1053_1054,883_900_901_904_905_907_929_930_933_942_947_958_959_960_969_970_971_974_975_987,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.16806722689075632,0.19047619047619047,0,0
22,10,2,75.0,151.0,201.0,270.0,0.1092,15,-1,-1,0.7333333333333333,0.7333333333333333,0.8,0.8666666666666667,0.9333333333333333,75_77_80_84_86_94_96_97_98_99_101_102_104_114_151,201_202_209_214_217_219_220_221_222_223_224_229_230_264_270,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.056140350877192984,0.19480519480519481,0.21428571428571427,0,0
23,10,2,258.0,345.0,46.0,130.0,0.1074,13,-1,-1,0.9230769230769231,1.0,1.0,1.0,1.0,258_259_261_264_265_269_300_305_307_323_338_344_345,46_47_48_79_80_82_88_97_100_112_125_128_130,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.14772727272727273,0.15294117647058825,0,0
24,10,2,1179.0,1194.0,722.0,741.0,0.1885,5,-1,-1,0.0,0.2,0.2,0.6,0.8,1179_1184_1185_1187_1194,722_728_729_733_741,_-1_-1_-1_-1_-1,0.55,0.3125,0.25,0,0
25,10,2,438.0,450.0,716.0,741.0,0.2531,5,-1,-1,-1.0,-1.0,-0.8,-0.4,0.0,438_442_443_447_450,716_728_729_739_741,_-1_-1_-1_-1_-1,0.1142857142857143,0.38461538461538464,0.19230769230769232,0,0
26,10,2,114.0,265.0,264.0,80.0,0.0921,34,-1,-1,0.9117647058823529,1.0,1.0,1.0,1.0,114_115_116_119_123_124_125_133_134_135_138_141_142_144_156_158_160_165_167_201_203_204_209_215_220_223_224_226_228_233_236_243_263_265,264_263_262_261_251_249_248_244_243_241_238_237_235_231_198_196_194_192_190_184_178_175_172_167_155_150_148_147_145_141_138_137_113_80,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0032679738562091504,0.2236842105263158,0.1837837837837838,0,0
27,10,2,614.0,661.0,610.0,562.0,0.0407,13,-1,-1,0.9230769230769231,1.0,1.0,1.0,1.0,614_628_630_631_633_634_635_639_651_653_659_660_661,610_592_590_589_588_586_577_571_570_568_566_564_562,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2708333333333333,0.2653061224489796,0,0
28,10,2,34.0,72.0,323.0,273.0,0.022,12,-1,-1,1.0,1.0,1.0,1.0,1.0,34_49_51_52_59_60_61_63_64_69_71_72,323_308_301_299_296_294_288_287_283_277_274_273,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.3076923076923077,0.23529411764705882,0,0
29,10,2,299.0,318.0,102.0,88.0,0.037,9,-1,-1,0.8888888888888888,1.0,1.0,1.0,1.0,299_301_304_305_309_312_313_314_318,102_101_100_97_94_92_91_90_88,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0404040404040404,0.45,0.6,0,0
30,10,2,775.0,796.0,741.0,704.0,0.3316,8,-1,-1,0.125,0.375,0.625,0.75,1.0,775_779_780_781_782_783_784_796,741_738_733_729_728_724_722_704,_-1_-1_-1_-1_-1_-1_-1_-1,0.6416666666666667,0.36363636363636365,0.21052631578947367,0,0
31,10,2,804.0,826.0,782.0,765.0,0.2139,7,-1,-1,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,804_812_813_814_815_816_826,782_776_773_771_768_766_765,_-1_-1_-1_-1_-1_-1_-1,0.6753246753246753,0.30434782608695654,0.3888888888888889,0,0
32,10,2,852.0,869.0,812.0,795.0,0.0893,6,-1,-1,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,852_854_856_860_865_869,812_806_801_800_799_795,_-1_-1_-1_-1_-1_-1,0.0,0.3333333333333333,0.3333333333333333,0,0
33,10,2,820.0,832.0,776.0,765.0,0.1806,6,-1,-1,0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,820_821_824_829_831_832,776_773_771_768_766_765,_-1_-1_-1_-1_-1_-1,0.8235294117647058,0.46153846153846156,0.5,0,0
34,10,2,348.0,397.0,44.0,34.0,0.0461,5,-1,-1,1.0,1.0,1.0,1.0,1.0,348_356_360_361_397,44_42_39_36_34,_-1_-1_-1_-1_-1,0.0,0.1,0.45454545454545453,0,0
35,10,2,414.0,429.0,361.0,323.0,0.4278,6,-1,-1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.8333333333333334,414_415_418_419_421_429,361_359_358_348_341_323,_-1_-1_-1_-1_-1_-1,0.5208333333333334,0.375,0.15384615384615385,0,0
36,10,3,591.0,632.0,367.0,332.0,0.2107,5,-1,-1,0.0,0.2,0.8,0.8,0.8,591_592_618_628_632,367_365_362_340_332,_-1_-1_-1_-1_-1,0.0,0.11904761904761904,0.1388888888888889,0,0
37,10,5,170.0,193.0,972.0,1013.0,0.1822,9,-1,-1,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666666,170_171_172_179_180_182_186_192_193,972_977_991_992_997_999_1000_1008_1013,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.6308243727598566,0.375,0.21428571428571427,0,0
38,10,5,168.0,180.0,992.0,1013.0,0.2835,6,-1,-1,-0.16666666666666666,0.0,0.5,0.6666666666666666,0.8333333333333334,168_170_171_172_179_180,992_997_999_1000_1008_1013,_-1_-1_-1_-1_-1_-1,0.75,0.46153846153846156,0.2727272727272727,0,0
39,10,5,168.0,183.0,1013.0,991.0,0.4447,7,-1,-1,-0.2857142857142857,-0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,168_171_172_179_180_182_183,1013_1008_1000_999_997_992_991,_-1_-1_-1_-1_-1_-1_-1,0.7666666666666667,0.4375,0.30434782608695654,0,0
40,10,5,168.0,183.0,1008.0,977.0,0.6715,7,-1,-1,-0.14285714285714285,0.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,168_170_171_172_179_180_183,1008_1000_999_997_992_991_977,_-1_-1_-1_-1_-1_-1_-1,0.657142857142857,0.4375,0.21875,0,0
41,10,5,180.0,211.0,1013.0,969.0,0.7656,7,-1,-1,0.0,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.8571428571428571,180_182_187_188_193_196_211,1013_1008_1000_999_997_992_969,_-1_-1_-1_-1_-1_-1_-1,0.6171428571428571,0.21875,0.15555555555555556,0,0
42,10,5,172.0,188.0,1008.0,992.0,0.861,5,-1,-1,0.0,0.0,0.0,0.4,0.8,172_179_182_187_188,1008_1000_999_997_992,_-1_-1_-1_-1_-1,0.7619047619047619,0.29411764705882354,0.29411764705882354,0,0
43,10,6,1150.0,1158.0,1599.0,1603.0,0.0236,5,-1,-1,0.4,0.6,0.6,0.6,0.6,1150_1151_1154_1156_1158,1599_1600_1601_1602_1603,_-1_-1_-1_-1_-1,0.8,0.5555555555555556,1.0,0,0
44,10,6,1077.0,1102.0,1222.0,1257.0,0.2341,6,-1,-1,0.0,0.5,0.5,0.8333333333333334,0.8333333333333334,1077_1079_1083_1089_1090_1102,1222_1223_1225_1228_1230_1257,_-1_-1_-1_-1_-1_-1,0.6410256410256411,0.23076923076923078,0.16666666666666666,0,0
45,10,6,1072.0,1089.0,1222.0,1230.0,0.2268,5,-1,-1,0.2,0.4,0.4,0.8,0.8,1072_1077_1079_1083_1089,1222_1223_1225_1228_1230,_-1_-1_-1_-1_-1,0.8,0.2777777777777778,0.5555555555555556,0,0
46,10,6,1148.0,1156.0,1599.0,1603.0,0.0612,5,-1,-1,0.0,0.2,0.4,0.6,0.6,1148_1150_1151_1154_1156,1599_1600_1601_1602_1603,_-1_-1_-1_-1_-1,0.8,0.5555555555555556,1.0,0,0
47,10,6,1068.0,1079.0,1222.0,1230.0,0.229,5,-1,-1,0.0,0.0,0.0,0.4,0.8,1068_1071_1072_1077_1079,1222_1223_1225_1228_1230,_-1_-1_-1_-1_-1,0.8,0.4166666666666667,0.5555555555555556,0,0
48,10,6,1071.0,1083.0,1222.0,1230.0,0.3975,5,-1,-1,-0.2,0.0,0.6,0.6,0.8,1071_1072_1077_1079_1083,1222_1223_1225_1228_1230,_-1_-1_-1_-1_-1,0.8,0.38461538461538464,0.5555555555555556,0,0
49,10,6,387.0,392.0,1450.0,1460.0,0.0569,5,-1,-1,-0.2,0.2,0.4,0.4,0.6,387_388_390_391_392,1450_1452_1454_1455_1460,_-1_-1_-1_-1_-1,0.5647058823529413,0.8333333333333334,0.45454545454545453,0,0
50,10,6,1146.0,1151.0,1599.0,1603.0,0.0437,5,-1,-1,-0.2,0.2,0.4,0.6,0.6,1146_1147_1148_1150_1151,1599_1600_1601_1602_1603,_-1_-1_-1_-1_-1,0.8,0.8333333333333334,1.0,0,0
51,10,6,1144.0,1150.0,1599.0,1603.0,0.0691,5,-1,-1,-0.2,0.2,0.4,0.6,0.6,1144_1146_1147_1148_1150,1599_1600_1601_1602_1603,_-1_-1_-1_-1_-1,0.8,0.7142857142857143,1.0,0,0
52,10,6,1147.0,1154.0,1599.0,1603.0,0.1325,5,-1,-1,-0.2,0.0,0.2,0.6,0.6,1147_1148_1150_1151_1154,1599_1600_1601_1602_1603,_-1_-1_-1_-1_-1,0.8,0.625,1.0,0,0
53,10,6,545.0,560.0,285.0,271.0,0.026,5,-1,-1,0.4,1.0,1.0,1.0,1.0,545_550_551_552_560,285_279_278_277_271,_-1_-1_-1_-1_-1,0.0,0.3125,0.3333333333333333,0,0
54,10,6,1150.0,1156.0,1603.0,1599.0,0.085,5,-1,-1,0.4,0.6,0.6,0.6,0.6,1150_1151_1154_1155_1156,1603_1602_1601_1600_1599,_-1_-1_-1_-1_-1,0.782608695652174,0.7142857142857143,1.0,0,0
55,10,6,1156.0,1162.0,1603.0,1599.0,0.0388,5,-1,-1,0.2,0.4,0.4,0.6,0.6,1156_1158_1160_1161_1162,1603_1602_1601_1600_1599,_-1_-1_-1_-1_-1,0.782608695652174,0.7142857142857143,1.0,0,0
56,10,6,1071.0,1083.0,1230.0,1222.0,0.4662,5,-1,-1,0.0,0.4,0.8,0.8,0.8,1071_1072_1077_1079_1083,1230_1228_1225_1223_1222,_-1_-1_-1_-1_-1,0.8,0.38461538461538464,0.5555555555555556,0,0
57,10,6,1072.0,1089.0,1230.0,1222.0,0.6692,5,-1,-1,0.2,0.4,0.6,0.8,0.8,1072_1077_1079_1083_1089,1230_1228_1225_1223_1222,_-1_-1_-1_-1_-1,0.8,0.2777777777777778,0.5555555555555556,0,0
58,10,6,363.0,429.0,1460.0,1450.0,0.2568,7,-1,-1,-0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,363_369_388_390_392_417_429,1460_1456_1455_1454_1453_1452_1450,_-1_-1_-1_-1_-1_-1_-1,0.7407407407407407,0.1044776119402985,0.6363636363636364,0,0
59,10,6,1068.0,1079.0,1230.0,1222.0,0.6272,5,-1,-1,0.0,0.2,0.4,0.4,0.8,1068_1071_1072_1077_1079,1230_1228_1225_1223_1222,_-1_-1_-1_-1_-1,0.8,0.4166666666666667,0.5555555555555556,0,0
60,10,6,1077.0,1090.0,1230.0,1222.0,0.7426,5,-1,-1,-0.2,0.0,0.0,0.6,0.8,1077_1079_1083_1089_1090,1230_1228_1225_1223_1222,_-1_-1_-1_-1_-1,0.8,0.35714285714285715,0.5555555555555556,0,0
61,10,6,369.0,447.0,1460.0,1450.0,0.4392,6,-1,-1,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,369_392_417_431_432_447,1460_1459_1455_1454_1452_1450,_-1_-1_-1_-1_-1_-1,0.7391304347826086,0.0759493670886076,0.5454545454545454,0,0
62,10,6,715.0,787.0,142.0,93.0,0.1844,6,-1,-1,0.16666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,715_731_732_759_765_787,142_116_111_107_104_93,_-1_-1_-1_-1_-1_-1,0.023809523809523808,0.0821917808219178,0.12,0,0
63,11,1,83.0,109.0,48.0,80.0,0.0779,5,-1,-1,0.6,1.0,1.0,1.0,1.0,83_97_103_106_109,48_53_63_74_80,_-1_-1_-1_-1_-1,0.0,0.18518518518518517,0.15151515151515152,0,0
64,11,2,7.0,53.0,185.0,124.0,0.128,5,-1,-1,0.0,0.0,0.2,0.4,0.6,7_24_40_42_53,185_168_146_133_124,_-1_-1_-1_-1_-1,0.0,0.10638297872340426,0.08064516129032258,0,0
65,11,4,84.0,198.0,973.0,1054.0,0.0274,36,-1,-1,0.8333333333333334,0.8611111111111112,0.9444444444444444,0.9722222222222222,1.0,84_104_105_106_112_113_115_116_117_118_121_127_130_145_150_156_157_158_159_161_165_166_168_170_172_173_182_183_186_187_188_190_191_193_195_198,973_975_976_977_988_991_993_994_995_996_999_1001_1002_1004_1007_1018_1019_1020_1021_1022_1024_1025_1026_1028_1029_1030_1032_1033_1034_1035_1036_1042_1045_1049_1050_1054,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.07142857142857142,0.3130434782608696,0.43902439024390244,0,0
66,11,4,985.0,1209.0,58.0,259.0,0.0847,36,-1,-1,1.0,1.0,1.0,1.0,1.0,985_1012_1013_1032_1038_1043_1045_1047_1050_1053_1055_1059_1079_1090_1092_1098_1110_1119_1122_1127_1128_1129_1138_1144_1146_1147_1152_1162_1163_1183_1201_1204_1206_1207_1208_1209,58_62_63_71_73_74_79_81_88_90_97_117_123_134_138_139_172_181_183_189_191_192_208_211_213_215_217_218_223_229_233_234_236_237_238_259,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0029239766081871343,0.16,0.1782178217821782,0,0
67,11,4,725.0,759.0,383.0,464.0,0.0086,16,-1,-1,0.9375,0.9375,1.0,1.0,1.0,725_727_728_732_733_738_742_743_744_747_748_749_750_751_752_759,383_384_390_392_393_398_407_420_422_423_425_427_428_430_435_464,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.45714285714285713,0.1951219512195122,0,0
68,11,4,627.0,677.0,460.0,493.0,0.034,13,-1,-1,1.0,1.0,1.0,1.0,1.0,627_628_631_633_634_650_661_663_664_665_668_671_677,460_461_464_466_472_484_486_487_488_489_490_491_493,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2549019607843137,0.38235294117647056,0,0
69,11,4,233.0,292.0,918.0,939.0,0.0248,11,-1,-1,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,233_234_243_244_248_249_250_251_252_255_292,918_919_929_930_931_932_933_934_936_938_939,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.18333333333333332,0.5,0,0
70,11,4,539.0,549.0,554.0,585.0,0.0329,7,-1,-1,1.0,1.0,1.0,1.0,1.0,539_544_545_546_547_548_549,554_561_579_580_581_582_585,_-1_-1_-1_-1_-1_-1_-1,0.0,0.6363636363636364,0.21875,0,0
71,11,4,773.0,794.0,335.0,349.0,0.2024,5,-1,-1,-0.4,0.2,0.4,0.6,0.6,773_780_792_793_794,335_346_347_348_349,_-1_-1_-1_-1_-1,0.5333333333333333,0.22727272727272727,0.3333333333333333,0,0
