id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,tandem_ratio,density1,density2,class1,class2
12,1,3,210.0,297.0,588.0,540.0,0.0057,21,-1,-1,0.9523809523809524,1.0,1.0,1.0,1.0,210_212_213_217_228_236_243_247_251_254_261_263_274_277_278_289_291_293_294_296_297,588_587_586_585_584_582_580_579_577_573_572_571_565_564_562_548_547_545_542_541_540,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2386363636363636,0.4285714285714285,0,0
13,1,3,843.0,905.0,522.0,489.0,0.1405,12,-1,-1,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,1.0,843_857_886_890_892_893_895_896_897_902_904_905,522_510_505_500_499_498_497_496_495_492_490_489,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.1904761904761904,0.3529411764705882,0,0
14,1,3,1026.0,1072.0,647.0,588.0,0.0715,10,-1,-1,0.9,0.9,0.9,0.9,0.9,1026_1033_1035_1040_1041_1044_1045_1066_1070_1072,647_645_643_635_632_630_627_619_601_588,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2127659574468085,0.1666666666666666,0,0
15,1,3,47.0,68.0,997.0,977.0,0.0104,8,-1,-1,1.0,1.0,1.0,1.0,1.0,47_50_51_59_62_64_66_68,997_994_992_987_982_980_978_977,_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.3636363636363636,0.3809523809523809,0,0
16,1,3,818.0,837.0,437.0,426.0,0.0343,7,-1,-1,1.0,1.0,1.0,1.0,1.0,818_819_820_822_826_832_837,437_436_435_432_430_427_426,_-1_-1_-1_-1_-1_-1_-1,0.0,0.35,0.5833333333333334,0,0
18,1,7,702.0,750.0,1450.0,1410.0,0.1908,6,-1,-1,0.5,0.8333333333333334,1.0,1.0,1.0,702_734_736_744_745_750,1450_1444_1435_1423_1420_1410,_-1_-1_-1_-1_-1_-1,0.0833333333333333,0.1224489795918367,0.1463414634146341,0,0
19,10,2,391.0,618.0,323.0,538.0,0.0474,67,-1,-1,0.8955223880597015,0.9402985074626866,0.9402985074626866,0.9850746268656716,0.9850746268656716,391_394_395_396_399_406_409_411_412_413_414_415_418_424_426_427_428_452_457_462_467_471_475_476_477_480_481_485_488_489_490_495_496_508_512_513_518_523_526_527_530_531_534_540_549_551_552_556_559_562_566_571_574_580_581_584_591_595_596_599_601_606_607_608_611_612_618,323_328_329_330_331_342_348_351_354_355_358_359_361_364_368_369_370_371_375_376_377_378_379_380_383_385_386_396_400_402_407_409_410_417_418_420_428_429_430_432_433_438_452_460_462_463_464_466_468_469_483_488_492_496_497_502_504_514_516_519_525_527_528_530_533_534_538,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0391791044776119,0.293859649122807,0.3101851851851852,0,0
20,10,2,659.0,915.0,566.0,848.0,0.0969,65,-1,-1,0.7692307692307693,0.8461538461538461,0.9384615384615383,0.953846153846154,0.9846153846153848,659_661_666_667_668_671_672_685_691_692_694_697_698_703_710_716_717_727_729_731_735_737_739_740_749_750_754_758_760_762_763_764_767_768_775_779_780_781_783_784_786_788_789_799_800_801_809_816_817_824_826_828_849_851_852_854_876_878_884_895_900_901_909_914_915,566_595_596_598_599_600_601_615_619_620_621_624_627_645_662_664_666_672_673_679_682_684_686_687_689_690_698_704_708_710_711_714_717_720_722_728_733_734_738_741_745_746_750_759_761_762_765_766_768_771_773_776_787_788_790_806_814_815_825_828_829_840_844_847_848,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.1045609257998638,0.2529182879377432,0.2296819787985865,0,0
21,10,2,936.0,1054.0,883.0,987.0,0.0784,20,-1,-1,1.0,1.0,1.0,1.0,1.0,936_954_958_959_963_968_973_975_983_987_989_992_994_996_1020_1028_1030_1032_1053_1054,883_900_901_904_905_907_929_930_933_942_947_958_959_960_969_970_971_974_975_987,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.1680672268907563,0.1904761904761904,0,0
22,10,2,75.0,151.0,201.0,270.0,0.1092,15,-1,-1,0.7333333333333333,0.7333333333333333,0.8,0.8666666666666667,0.9333333333333332,75_77_80_84_86_94_96_97_98_99_101_102_104_114_151,201_202_209_214_217_219_220_221_222_223_224_229_230_264_270,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0561403508771929,0.1948051948051948,0.2142857142857142,0,0
23,10,2,258.0,345.0,46.0,130.0,0.1074,13,-1,-1,0.9230769230769232,1.0,1.0,1.0,1.0,258_259_261_264_265_269_300_305_307_323_338_344_345,46_47_48_79_80_82_88_97_100_112_125_128_130,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.1477272727272727,0.1529411764705882,0,0
26,10,2,114.0,265.0,264.0,80.0,0.0921,34,-1,-1,0.9117647058823528,1.0,1.0,1.0,1.0,114_115_116_119_123_124_125_133_134_135_138_141_142_144_156_158_160_165_167_201_203_204_209_215_220_223_224_226_228_233_236_243_263_265,264_263_262_261_251_249_248_244_243_241_238_237_235_231_198_196_194_192_190_184_178_175_172_167_155_150_148_147_145_141_138_137_113_80,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0032679738562091,0.2236842105263158,0.1837837837837838,0,0
27,10,2,614.0,661.0,610.0,562.0,0.0407,13,-1,-1,0.9230769230769232,1.0,1.0,1.0,1.0,614_628_630_631_633_634_635_639_651_653_659_660_661,610_592_590_589_588_586_577_571_570_568_566_564_562,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2708333333333333,0.2653061224489796,0,0
28,10,2,34.0,72.0,323.0,273.0,0.022,12,-1,-1,1.0,1.0,1.0,1.0,1.0,34_49_51_52_59_60_61_63_64_69_71_72,323_308_301_299_296_294_288_287_283_277_274_273,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.3076923076923077,0.2352941176470588,0,0
29,10,2,299.0,318.0,102.0,88.0,0.037,9,-1,-1,0.8888888888888888,1.0,1.0,1.0,1.0,299_301_304_305_309_312_313_314_318,102_101_100_97_94_92_91_90_88,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0404040404040404,0.45,0.6,0,0
31,10,2,804.0,826.0,782.0,765.0,0.2139,7,-1,-1,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.7142857142857143,1.0,804_812_813_814_815_816_826,782_776_773_771_768_766_765,_-1_-1_-1_-1_-1_-1_-1,0.6753246753246753,0.3043478260869565,0.3888888888888889,0,0
32,10,2,852.0,869.0,812.0,795.0,0.0893,6,-1,-1,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,852_854_856_860_865_869,812_806_801_800_799_795,_-1_-1_-1_-1_-1_-1,0.0,0.3333333333333333,0.3333333333333333,0,0
33,10,2,820.0,832.0,776.0,765.0,0.1806,6,-1,-1,0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,820_821_824_829_831_832,776_773_771_768_766_765,_-1_-1_-1_-1_-1_-1,0.8235294117647058,0.4615384615384615,0.5,0,0
34,10,2,348.0,397.0,44.0,34.0,0.0461,5,-1,-1,1.0,1.0,1.0,1.0,1.0,348_356_360_361_397,44_42_39_36_34,_-1_-1_-1_-1_-1,0.0,0.1,0.4545454545454545,0,0
43,10,6,1150.0,1158.0,1599.0,1603.0,0.0236,5,-1,-1,0.4,0.6,0.6,0.6,0.6,1150_1151_1154_1156_1158,1599_1600_1601_1602_1603,_-1_-1_-1_-1_-1,0.8,0.5555555555555556,1.0,0,0
53,10,6,545.0,560.0,285.0,271.0,0.026,5,-1,-1,0.4,1.0,1.0,1.0,1.0,545_550_551_552_560,285_279_278_277_271,_-1_-1_-1_-1_-1,0.0,0.3125,0.3333333333333333,0,0
63,11,1,83.0,109.0,48.0,80.0,0.0779,5,-1,-1,0.6,1.0,1.0,1.0,1.0,83_97_103_106_109,48_53_63_74_80,_-1_-1_-1_-1_-1,0.0,0.1851851851851851,0.1515151515151515,0,0
65,11,4,84.0,198.0,973.0,1054.0,0.0274,36,-1,-1,0.8333333333333334,0.8611111111111112,0.9444444444444444,0.9722222222222222,1.0,84_104_105_106_112_113_115_116_117_118_121_127_130_145_150_156_157_158_159_161_165_166_168_170_172_173_182_183_186_187_188_190_191_193_195_198,973_975_976_977_988_991_993_994_995_996_999_1001_1002_1004_1007_1018_1019_1020_1021_1022_1024_1025_1026_1028_1029_1030_1032_1033_1034_1035_1036_1042_1045_1049_1050_1054,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0714285714285714,0.3130434782608696,0.4390243902439024,0,0
66,11,4,985.0,1209.0,58.0,259.0,0.0847,36,-1,-1,1.0,1.0,1.0,1.0,1.0,985_1012_1013_1032_1038_1043_1045_1047_1050_1053_1055_1059_1079_1090_1092_1098_1110_1119_1122_1127_1128_1129_1138_1144_1146_1147_1152_1162_1163_1183_1201_1204_1206_1207_1208_1209,58_62_63_71_73_74_79_81_88_90_97_117_123_134_138_139_172_181_183_189_191_192_208_211_213_215_217_218_223_229_233_234_236_237_238_259,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0029239766081871,0.16,0.1782178217821782,0,0
67,11,4,725.0,759.0,383.0,464.0,0.0086,16,-1,-1,0.9375,0.9375,1.0,1.0,1.0,725_727_728_732_733_738_742_743_744_747_748_749_750_751_752_759,383_384_390_392_393_398_407_420_422_423_425_427_428_430_435_464,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.4571428571428571,0.1951219512195122,0,0
68,11,4,627.0,677.0,460.0,493.0,0.034,13,-1,-1,1.0,1.0,1.0,1.0,1.0,627_628_631_633_634_650_661_663_664_665_668_671_677,460_461_464_466_472_484_486_487_488_489_490_491_493,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2549019607843137,0.3823529411764705,0,0
69,11,4,233.0,292.0,918.0,939.0,0.0248,11,-1,-1,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,1.0,233_234_243_244_248_249_250_251_252_255_292,918_919_929_930_931_932_933_934_936_938_939,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.1833333333333333,0.5,0,0
70,11,4,539.0,549.0,554.0,585.0,0.0329,7,-1,-1,1.0,1.0,1.0,1.0,1.0,539_544_545_546_547_548_549,554_561_579_580_581_582_585,_-1_-1_-1_-1_-1_-1_-1,0.0,0.6363636363636364,0.21875,0,0
72,11,4,200.0,752.0,968.0,435.0,0.0416,180,-1,-1,0.9333333333333332,0.9722222222222222,0.9777777777777776,0.9833333333333332,0.9888888888888888,200_204_206_209_211_212_213_215_216_224_225_227_255_256_261_263_265_271_281_283_284_286_288_289_295_297_298_299_300_301_303_304_308_309_312_313_316_317_318_320_321_326_328_329_333_335_338_341_344_345_347_349_350_351_355_358_360_362_363_364_372_375_380_381_382_383_386_388_389_392_393_394_395_396_397_402_403_404_406_409_411_413_416_417_425_426_430_431_443_445_446_449_450_451_455_456_459_463_468_469_471_472_473_474_476_477_478_479_484_485_487_488_490_492_494_495_496_497_504_506_508_512_513_517_524_525_527_531_533_534_537_538_544_545_550_554_559_560_562_563_565_567_571_572_574_578_579_580_581_596_599_600_604_605_606_607_610_617_623_624_625_626_650_651_654_655_656_660_685_689_693_696_699_712_713_714_716_718_720_752,968_966_965_961_957_954_953_952_951_944_942_941_938_911_910_907_893_891_885_883_882_881_878_877_875_873_871_870_869_868_867_866_864_859_854_851_848_845_840_839_836_826_825_823_821_820_816_814_812_811_810_809_808_806_802_798_797_794_793_792_790_787_785_783_781_780_778_775_774_770_769_768_767_766_764_754_753_751_749_745_740_735_733_727_726_722_718_717_707_704_703_692_687_685_679_675_672_667_662_660_658_655_653_651_649_645_644_641_635_634_633_632_630_628_626_625_624_619_616_610_609_608_607_604_601_599_596_593_591_590_589_586_570_568_553_552_549_544_537_535_532_531_529_528_527_526_525_524_523_522_521_520_519_518_516_514_508_504_502_499_497_496_484_483_481_480_479_478_458_457_456_455_451_446_443_442_441_440_439_435,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0020467836257309,0.325497287522604,0.3370786516853932,0,0
73,11,4,10.0,90.0,1151.0,1058.0,0.0154,37,-1,-1,0.918918918918919,0.972972972972973,1.0,1.0,1.0,10_11_12_13_14_15_17_20_22_24_25_27_28_30_31_32_36_37_38_40_42_45_46_47_49_50_51_52_53_56_59_60_66_70_76_80_90,1151_1148_1146_1145_1143_1142_1138_1135_1133_1132_1131_1129_1128_1125_1124_1123_1115_1113_1112_1110_1107_1104_1102_1100_1099_1098_1096_1095_1094_1086_1083_1082_1076_1073_1068_1065_1058,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0545738045738045,0.4567901234567901,0.3936170212765957,0,0
74,11,4,727.0,845.0,384.0,295.0,0.0687,28,-1,-1,0.8928571428571429,0.9642857142857144,1.0,1.0,1.0,727_754_755_757_759_760_771_775_778_785_790_792_793_794_796_798_799_809_810_811_814_816_830_833_836_837_839_845,384_380_379_378_374_372_366_362_357_352_351_348_347_346_344_340_339_336_335_333_327_315_309_306_305_302_301_295,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.01890756302521,0.2352941176470588,0.3111111111111111,0,0
75,11,4,862.0,925.0,336.0,254.0,0.0849,10,-1,-1,0.8,0.8,0.8,0.9,0.9,862_863_864_870_871_873_875_888_918_925,336_335_333_327_315_294_290_270_269_254,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.009090909090909,0.15625,0.1204819277108433,0,0
76,11,4,921.0,951.0,33.0,8.0,0.0355,6,-1,-1,1.0,1.0,1.0,1.0,1.0,921_929_934_937_949_951,33_19_16_12_10_8,_-1_-1_-1_-1_-1_-1,0.0,0.1935483870967742,0.2307692307692307,0,0
79,11,5,505.0,535.0,784.0,869.0,0.2864,6,-1,-1,0.5,0.5,0.5,0.8333333333333334,1.0,505_519_522_523_527_535,784_809_814_816_840_869,_-1_-1_-1_-1_-1_-1,0.25,0.1935483870967742,0.0697674418604651,0,0
83,12,2,579.0,713.0,237.0,417.0,0.0901,33,-1,-1,0.9090909090909092,0.9696969696969696,0.9696969696969696,0.9696969696969696,0.9696969696969696,579_580_581_582_583_587_588_590_591_593_594_601_602_606_608_613_618_621_624_626_628_629_630_631_632_635_643_644_675_686_691_707_713,237_276_279_280_281_288_290_297_298_301_302_311_316_317_323_329_336_341_344_351_353_354_358_359_361_363_366_371_372_375_377_378_417,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0186480186480186,0.2444444444444444,0.1823204419889502,0,0
84,12,2,31.0,81.0,757.0,841.0,0.1317,9,-1,-1,1.0,1.0,1.0,1.0,1.0,31_32_36_42_43_49_63_80_81,757_761_778_785_787_805_816_829_841,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.1764705882352941,0.1058823529411764,0,0
85,12,2,291.0,297.0,574.0,590.0,0.0108,6,-1,-1,0.8333333333333334,1.0,1.0,1.0,1.0,291_292_294_295_296_297,574_575_577_588_589_590,_-1_-1_-1_-1_-1_-1,0.0,0.8571428571428571,0.3529411764705882,0,0
86,12,2,648.0,665.0,323.0,366.0,0.2632,6,-1,-1,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,648_652_653_654_656_665,323_341_360_361_363_366,_-1_-1_-1_-1_-1_-1,0.0,0.3333333333333333,0.1363636363636363,0,0
89,12,2,133.0,242.0,722.0,570.0,0.0589,31,-1,-1,0.9032258064516128,0.935483870967742,0.967741935483871,0.967741935483871,0.967741935483871,133_139_142_152_153_154_155_159_160_168_170_190_195_198_200_201_203_204_205_206_208_211_215_217_219_221_229_231_235_236_242,722_717_716_713_711_709_705_704_689_687_685_673_672_667_665_664_663_662_661_659_657_655_649_647_643_621_610_601_599_596_570,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.2818181818181818,0.2026143790849673,0,0
90,12,2,291.0,385.0,579.0,461.0,0.0569,28,-1,-1,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9642857142857144,1.0,291_294_299_303_305_306_307_313_315_320_322_330_335_337_338_345_347_352_357_360_363_367_370_374_378_380_384_385,579_577_543_541_540_538_537_536_534_527_526_518_516_515_513_502_500_497_495_493_492_491_488_476_474_470_469_461,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.01890756302521,0.2947368421052631,0.2352941176470588,0,0
91,12,2,438.0,527.0,257.0,146.0,0.024,27,-1,-1,1.0,1.0,1.0,1.0,1.0,438_446_453_455_466_468_470_472_474_475_476_477_479_484_485_492_493_496_497_504_508_509_514_516_520_524_527,257_230_222_220_215_214_212_210_209_208_204_202_197_196_194_190_189_186_185_184_183_182_180_176_168_163_146,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0013227513227513,0.3,0.2410714285714285,0,0
92,12,2,723.0,847.0,131.0,37.0,0.055,18,-1,-1,1.0,1.0,1.0,1.0,1.0,723_725_730_731_735_739_741_752_753_786_788_789_798_811_821_828_838_847,131_128_126_125_123_120_118_113_112_101_100_98_97_92_85_80_44_37,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.144,0.1894736842105263,0,0
93,12,2,535.0,566.0,453.0,407.0,0.0328,9,-1,-1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,535_538_539_541_548_549_556_565_566,453_447_446_445_426_420_416_411_407,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.0,0.28125,0.1914893617021276,0,0
95,12,2,395.0,425.0,144.0,134.0,0.0177,5,-1,-1,1.0,1.0,1.0,1.0,1.0,395_418_422_423_425,144_140_139_138_134,_-1_-1_-1_-1_-1,0.0,0.1612903225806451,0.4545454545454545,0,0
100,12,5,1036.0,1054.0,970.0,1031.0,0.1297,5,-1,-1,1.0,1.0,1.0,1.0,1.0,1036_1038_1042_1043_1054,970_985_1016_1020_1031,_-1_-1_-1_-1_-1,0.0,0.2631578947368421,0.0806451612903225,0,0
101,12,5,864.0,910.0,767.0,796.0,0.0899,5,-1,-1,0.8,1.0,1.0,1.0,1.0,864_865_867_898_910,767_777_778_785_796,_-1_-1_-1_-1_-1,0.0,0.1063829787234042,0.1666666666666666,0,0
104,12,5,1411.0,1421.0,1302.0,1273.0,0.043,5,-1,-1,1.0,1.0,1.0,1.0,1.0,1411_1413_1415_1419_1421,1302_1299_1297_1274_1273,_-1_-1_-1_-1_-1,0.1142857142857143,0.4545454545454545,0.1666666666666666,0,0
