id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,density1,density2,class1,class2,class1_color,class2_color,diff
12,1,2,3927.0,3988.0,4027.0,4138.0,0.021,35,-1,-1,0.8285714285714286,0.9428571428571428,1.0,1.0,1.0,3927_3929_3930_3931_3932_3933_3934_3935_3938_3939_3940_3941_3942_3949_3950_3951_3952_3953_3954_3955_3957_3960_3962_3966_3967_3969_3972_3974_3975_3976_3977_3978_3979_3981_3988,4027_4029_4031_4036_4037_4038_4041_4045_4047_4049_4052_4055_4057_4058_4066_4067_4068_4071_4083_4084_4087_4092_4093_4098_4107_4108_4109_4124_4127_4128_4129_4131_4133_4134_4138,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5645161290322581,0.3125,1,1,#FFCC00,#FFCC00,1
13,1,2,614.0,553.0,64.0,171.0,0.0134,33,-1,-1,0.8787878787878788,1.0,1.0,1.0,1.0,614_613_612_611_610_609_608_607_606_605_604_603_602_601_600_587_586_585_584_583_574_573_572_571_569_568_567_563_562_561_560_558_553,64_68_69_74_75_78_79_83_86_89_90_97_99_100_113_124_125_126_130_131_139_140_141_149_152_156_157_158_161_162_165_170_171,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.532258064516129,0.3055555555555556,1,1,#FFCC00,#FFCC00,1
14,1,2,1524.0,1475.0,3942.0,4023.0,0.016,33,-1,-1,0.7878787878787878,0.9090909090909092,0.9090909090909092,1.0,1.0,1524_1522_1521_1519_1517_1515_1514_1513_1512_1511_1510_1509_1507_1505_1504_1502_1501_1500_1499_1498_1494_1492_1491_1489_1485_1482_1481_1480_1479_1478_1477_1476_1475,3942_3943_3944_3947_3952_3954_3958_3959_3960_3965_3966_3970_3973_3978_3980_3983_3985_3988_3989_3991_3993_3995_3996_4003_4007_4008_4013_4014_4015_4016_4018_4020_4023,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.66,0.4024390243902439,1,1,#FFCC00,#FFCC00,1
15,1,2,4319.0,4392.0,1634.0,1744.0,0.0452,29,-1,-1,0.7931034482758621,0.896551724137931,0.9655172413793104,1.0,1.0,4319_4320_4321_4322_4323_4324_4325_4326_4327_4333_4335_4338_4342_4343_4345_4346_4348_4358_4359_4362_4366_4367_4370_4371_4372_4374_4384_4391_4392,1634_1635_1638_1640_1641_1643_1644_1649_1653_1654_1655_1661_1663_1668_1674_1675_1676_1677_1684_1701_1702_1705_1712_1715_1718_1720_1734_1743_1744,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3918918918918919,0.2612612612612612,1,1,#FFCC00,#FFCC00,1
16,1,2,4983.0,5033.0,3791.0,3827.0,0.0089,23,-1,-1,0.8260869565217391,0.9565217391304348,0.9565217391304348,1.0,1.0,4983_4984_4985_4986_4987_4988_4989_5000_5001_5003_5004_5005_5011_5012_5013_5014_5020_5021_5022_5023_5027_5030_5033,3791_3794_3795_3797_3798_3799_3801_3803_3804_3805_3808_3811_3813_3814_3815_3816_3818_3821_3822_3823_3824_3826_3827,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.4509803921568627,0.6216216216216216,1,1,#FFCC00,#FFCC00,1
17,1,2,4618.0,4646.0,2933.0,2982.0,0.0469,23,-1,-1,0.7391304347826086,0.8695652173913043,0.9565217391304348,1.0,1.0,4618_4619_4620_4621_4622_4623_4624_4625_4626_4627_4628_4630_4632_4633_4636_4638_4640_4641_4642_4643_4644_4645_4646,2933_2934_2936_2937_2938_2943_2949_2950_2951_2953_2954_2957_2963_2965_2969_2970_2973_2975_2976_2977_2978_2979_2982,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.7931034482758621,0.46,1,1,#FFCC00,#FFCC00,1
18,1,2,392.0,495.0,860.0,1071.0,0.1174,25,-1,-1,0.88,1.0,1.0,1.0,1.0,392_393_394_414_419_422_423_424_425_430_431_433_436_450_451_471_472_474_484_490_491_492_493_494_495,860_861_868_881_891_908_912_913_922_936_939_943_956_977_978_1003_1010_1012_1037_1060_1065_1067_1068_1069_1071,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2403846153846154,0.1179245283018868,1,1,#FFCC00,#FFCC00,1
23,1,2,166.0,131.0,250.0,298.0,0.0297,12,-1,-1,1.0,1.0,1.0,1.0,1.0,166_160_155_149_148_147_139_137_136_133_132_131,250_256_258_260_261_265_270_274_275_280_294_298,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3333333333333333,0.2448979591836734,1,1,#FFCC00,#FFCC00,1
25,1,2,4456.0,4427.0,1793.0,1846.0,0.0973,13,-1,-1,0.6153846153846154,0.9230769230769232,1.0,1.0,1.0,4456_4455_4452_4448_4441_4439_4437_4435_4432_4431_4429_4428_4427,1793_1798_1800_1808_1815_1817_1820_1821_1822_1829_1841_1844_1846,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.4333333333333333,0.2407407407407407,1,1,#FFCC00,#FFCC00,1
26,1,2,525.0,500.0,175.0,214.0,0.0453,12,-1,-1,0.5833333333333334,0.8333333333333334,0.9166666666666666,1.0,1.0,525_516_515_514_513_512_511_510_504_503_501_500,175_184_186_187_191_195_198_205_210_211_213_214,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.4615384615384615,0.3,1,1,#FFCC00,#FFCC00,1
30,1,2,78.0,43.0,218.0,242.0,0.0253,9,-1,-1,1.0,1.0,1.0,1.0,1.0,78_77_76_75_74_70_46_45_43,218_220_221_227_231_235_239_241_242,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.25,0.36,1,1,#FFCC00,#FFCC00,1
32,1,2,207.0,185.0,367.0,384.0,0.0575,7,-1,-1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,207_198_197_196_189_187_185,367_371_375_376_379_382_384,_-1_-1_-1_-1_-1_-1_-1,0.3043478260869565,0.3888888888888889,1,1,#FFCC00,#FFCC00,1
34,1,2,259.0,251.0,623.0,636.0,0.007,6,-1,-1,1.0,1.0,1.0,1.0,1.0,259_257_255_253_252_251,623_629_631_633_634_636,_-1_-1_-1_-1_-1_-1,0.6666666666666666,0.4285714285714285,1,1,#FFCC00,#FFCC00,1
35,1,2,227.0,215.0,403.0,424.0,0.0993,7,-1,-1,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0,227_224_222_218_217_216_215,403_406_407_412_415_416_424,_-1_-1_-1_-1_-1_-1_-1,0.5384615384615384,0.3181818181818182,1,1,#FFCC00,#FFCC00,1
37,1,2,184.0,173.0,331.0,358.0,0.1245,6,-1,-1,0.8333333333333334,1.0,1.0,1.0,1.0,184_183_177_176_174_173,331_332_340_349_354_358,_-1_-1_-1_-1_-1_-1,0.5,0.2142857142857142,1,1,#FFCC00,#FFCC00,1
38,1,2,274.0,268.0,449.0,461.0,0.0051,5,-1,-1,1.0,1.0,1.0,1.0,1.0,274_273_272_271_268,449_458_459_460_461,_-1_-1_-1_-1_-1,0.7142857142857143,0.3846153846153846,1,1,#FFCC00,#FFCC00,1
40,1,2,1460.0,1471.0,3829.0,3844.0,0.012,5,-1,-1,1.0,1.0,1.0,1.0,1.0,1460_1462_1463_1470_1471,3829_3831_3839_3843_3844,_-1_-1_-1_-1_-1,0.4166666666666667,0.3125,1,1,#FFCC00,#FFCC00,1
45,1,2,1322.0,1313.0,2368.0,2372.0,0.066,5,-1,-1,1.0,1.0,1.0,1.0,1.0,1322_1319_1318_1314_1313,2368_2369_2370_2371_2372,_-1_-1_-1_-1_-1,0.5,1.0,1,1,#FFCC00,#FFCC00,1
46,1,2,29.0,39.0,287.0,322.0,0.1002,5,-1,-1,0.8,1.0,1.0,1.0,1.0,29_35_37_38_39,287_301_319_321_322,_-1_-1_-1_-1_-1,0.4545454545454545,0.1388888888888889,1,1,#FFCC00,#FFCC00,1
62,1,5,2128.0,2123.0,1739.0,1754.0,0.0278,6,-1,-1,0.5,0.5,0.5,0.6666666666666666,1.0,2128_2127_2126_2125_2124_2123,1739_1741_1742_1743_1746_1754,_-1_-1_-1_-1_-1_-1,1.0,0.375,1,1,red,fuchsia,1
64,1,6,2468.0,2730.0,1343.0,1621.0,0.0373,80,-1,-1,0.8875,0.95,0.95,0.9875,1.0,2468_2475_2479_2504_2505_2506_2507_2508_2509_2517_2518_2520_2522_2523_2524_2526_2528_2536_2539_2541_2542_2545_2546_2556_2557_2558_2559_2560_2561_2566_2567_2569_2570_2571_2572_2574_2580_2581_2583_2595_2598_2600_2602_2603_2604_2605_2606_2607_2609_2616_2618_2620_2622_2623_2624_2625_2627_2632_2634_2635_2641_2642_2644_2654_2656_2666_2667_2670_2675_2676_2677_2678_2695_2698_2699_2700_2705_2706_2718_2730,1343_1346_1358_1361_1363_1364_1366_1367_1368_1369_1374_1380_1390_1392_1395_1399_1407_1409_1420_1438_1439_1441_1443_1444_1445_1450_1451_1452_1453_1455_1457_1458_1466_1467_1469_1473_1474_1479_1487_1489_1493_1494_1497_1498_1499_1501_1504_1507_1509_1513_1515_1527_1529_1530_1531_1534_1538_1543_1546_1547_1548_1549_1559_1562_1563_1565_1572_1577_1581_1582_1583_1584_1588_1589_1590_1591_1599_1600_1603_1621,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3041825095057034,0.2867383512544803,1,1,red,red,1
